text,labels
"<exercice>
  <consigne>
Recopie le mot et la bonne réponse.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

     <li>a. une grimace : je vois la lettre g…</li>

  </enonce>
<rest>
j’entends [g]/ j’entends [ʒ]. b. une vague : je vois la lettre g… j’entends [g]/ j’entends [ʒ]. c. un pigeon : je vois la lettre g… j’entends [g]/ j’entends [ʒ].
</rest>
</exercice>",CM
"<exercice>
  <consigne>
Complète uniquement les mots qui s’écrivent avec g.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. une …lasse ◆ une ci…ale ◆ une …arapa…e</li>
     <li>b. sa…e ◆ une ima…e ◆ une …lace</li>
     <li>c. un ca…eot ◆ une …rimace ◆ un con…ert</li>
     <li>d. une lima…e ◆ la ven…eance ◆ dou…e</li>
     <li>e. la …ymnastique ◆ un plon…eon ◆ un man…eur</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Complète les mots avec g ou ge.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. en man…ant ◆ une …iroflée ◆ un bour…on</li>
     <li>b. la …rimace ◆ un pin…oin ◆ le pin…-pon…</li>
     <li>c. le plon…on ◆ voya…er ◆ un …a… ◆ la mar…e</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Complète les mots avec g ou gu.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
un …ide ◆ la fi…ure ◆ un ran… ◆ le …el ◆ un laina…e ◆ la lan…e ◆ du lin…e ◆ une fi…e

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Complète uniquement les mots qui s’écrivent avec la lettre g.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. un …oueur ◆ la ma…ie ◆ bon…our ◆ un homma…e</li>
     <li>b. le collè…e ◆ un manè…e ◆ l’ad…ectif ◆ la nei…e</li>
     <li>c. une bai…noire ◆ une ran…ée ◆ a…iter</li>
     <li>d. un na…eur ◆ …eter ◆ un piè…e</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Conjugue les verbes au présent, puis à l’imparfait.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. je (ranger) ◆ tu (plonger) ◆ vous (nager)</li>
     <li>b. il (songer) ◆ ils (vendanger) ◆ nous (mélanger)</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RCCadre
"<exercice>
  <consigne>

  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
À l'oral Entraîne-toi à prononcer cette phrase distinctement. Trois gros rats gris dans trois gros trous ronds rongent trois gros croûtons ronds.
</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Utilise les mots représentés par les dessins pour continuer d’écrire en quelques lignes l’histoire de Guillaume le Gourmand.
  </consigne>
  <modele>
Guillaume aimait les sucres d’orge, la guimauve …
  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>

</rest>
</exercice>",ExpressionEcrite
"<exercice>
  <consigne>
Recopie les mots dans lesquels on entend le son [ j].
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. la paye ◆ la paille ◆ nous filons ◆ nous fuyons ◆ une quille ◆ qu’il ◆ pâle</li>
     <li>b. une béquille ◆ ils pillent ◆ je crie ◆ un caillou ◆ la pile ◆ une caille</li>
     <li>c. la poule ◆ un poulailler ◆ une maille ◆ la malle ◆ de l’ail ◆ la cale</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Dans chaque liste, un mot ne contient pas le son [ j]. Écris les listes sans intrus.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. la rouille ◆ les fouilles ◆ il mouille ◆ le moule ◆ la grenouille</li>
     <li>b. il pétille ◆ elle brille ◆ la ville ◆ une fille ◆ on éparpille</li>
     <li>c. nous rayons ◆ le noyer ◆ le voyage ◆ un paysage ◆ le noyau</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CacheIntrus
"<exercice>
  <consigne>
Assemble les syllabes des deux listes pour former des mots qui contiennent le son [ j].
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
ro bé pa so ma pier yonnaise leil yaume quille

  </enonce>
<rest>

</rest>
</exercice>",Associe
"<exercice>
  <consigne>
Écris les mots contenant le son [ j] correspondant à ces dessins.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>

</rest>
</exercice>",RCImage
"<exercice>
  <consigne>
Complète ces mots qui contiennent le son [ j] par il ou ill.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
une b…e ◆ du gr…age ◆ le sole… ◆ un car…on ◆ la f…e ◆ l’accue… ◆ un appare… ◆ les ore…ons ◆ pare… ◆ une chen…e ◆ de l’a… ◆ la ta…e

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Trouve les mots qui répondent à ces définitions. Ils contiennent tous le son [j].
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. On en mange grâce aux abeilles : le m…</li>
     <li>b. Ce ne sont pas des consonnes : les v…</li>
     <li>c. On dit qu’il est le roi des animaux : le l…</li>
     <li>d. Sans elle, l’escargot serait tout nu : la c…</li>
     <li>e. C’est grâce à lui qu’on se lève le matin : le r…</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Complète ces mots avec ill, il, i ou y.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. la fam…e ◆ le soupira… ◆ un éventa… ◆ du gru…ère</li>
     <li>b. bru…ant ◆ le coqu…age ◆ un brou…on ◆ un …éti ◆ jo…eux</li>
     <li>c. un pap…on ◆ le cra…on ◆ le p…on ◆ nous pa…ons ◆ le trava… ◆ la pa…e</li>
     <li>d. les …eux ◆ le p…ed ◆ un b…et ◆ du pap…er ◆ un …o…o</li>
     <li>e. la bru…ère ◆ la cu…ère ◆ la b…ère ◆ une thé…ère ◆ une ma…e</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Écris le verbe qui correspond à chaque nom.
  </consigne>
  <modele>

  </modele>
  <noteSC>
Ces verbes contiennent tous le son [ j] : un balai ➞ balayer.
  </noteSC>
  <enonce>

   <ol>
     <li>a. une balayette ◆ un payeur ◆ le travail ◆ un essayage</li>
     <li>b. le nettoyage ◆ un réveil ◆ un voyage ◆ une rayure</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",TransformeMot
"<exercice>
  <consigne>
Écris un mot de la même famille qui contient un y.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. un emploi ◆ la joie ◆ une craie</li>
     <li>b. un envoi ◆ un ennui ◆ le bruit</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",TransformeMot
"<exercice>
  <consigne>

  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
À l'oral Raconte une courte histoire en utilisant les mots suivants. portail ◆ poulailler ◆ piller ◆ épouvantail ◆ effrayer ◆ renard
</rest>
</exercice>",ExpressionEcrite
"<exercice>
  <consigne>
Écris la légende de chaque dessin. Chaque légende doit contenir au moins un mot en [ j].
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>

</rest>
</exercice>",RCImage
"<exercice>
  <consigne>
Complète les mots avec é ou è.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
une poign…e ◆ le march… ◆ le th… ◆ la r…gle ◆ la f…e ◆ le p…re ◆ la m…re ◆ le m…nage ◆ tr…s ◆ le caf…

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Écris les verbes au présent, aux trois premières personnes du singulier.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
lever ➞ je lève, tu lèves, il lève a. acheter b. promener c. peler d. enlever
</rest>
</exercice>",TransformeMot
"<exercice>
  <consigne>
Recopie la phrase en ajoutant les sept accents qui manquent.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
La reduction des ordures menageres est necessaire car ces dechets ne peuvent pas etre traites par recyclage.

  </enonce>
<rest>

</rest>
</exercice>",EditPhrase
"<exercice>
  <consigne>
Complète les mots avec ien ou ein.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. un Ind… ◆ il v…t ◆ il p…t ◆ un chirurg…</li>
     <li>b. c’est le m… ◆ un électric… ◆ une c…ture</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Écris le son commun aux deux mots représentés par ces dessins.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>

</rest>
</exercice>",RCImage
"<exercice>
  <consigne>
Trouve un mot contenant ian et un mot contenant ain. Utilise-les pour écrire une phrase ou un court texte.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>

</rest>
</exercice>",ExpressionEcrite
"<exercice>
  <consigne>
Trouve un mot contenant ia et un mot contenant ai. Utilise-les pour écrire une phrase ou un court texte.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>

</rest>
</exercice>",ExpressionEcrite
"<exercice>
  <consigne>
Recopie les mots uniquement si la lettre s produit le son [s].
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. une personne ◆ infusion ◆ soixante ◆ désert</li>
     <li>b. une glissade ◆ dessert ◆ une cascade ◆ rusé</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Complète les mots avec s ou ss.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. de la …alade ◆ une …ouris ◆ des sauci…es ◆ une …emelle ◆ un carro…e</li>
     <li>b. abai…er ◆ une ta…e ◆ des …ardines ◆ ca…er</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Écris les mots représentés par les illustrations s’ils contiennent la lettre s.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>

</rest>
</exercice>",RCImage
"<exercice>
  <consigne>
Trouve les réponses aux devinettes. Tous les mots contiennent le son [s] écrit avec la lettre s.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Je suis le troisième mois de l’année : …</li>
     <li>b. La sardine, le thon, le saumon sont des …</li>
     <li>c. Elle est parfois verte ou composée : de la …</li>
     <li>d. Gros animal poilu ou doudou pour les enfants : …</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Écris la lettre s pour indiquer le pluriel si cela est nécessaire.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
Un gros nuage… se dirige vers nous. Le vent se met à souffler, les feuille… des arbre… commencent à trembler. La tempête arrive ! Les chat… de la voisine… sont partis se cacher.

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Complète uniquement les mots dans lesquels la lettre c ou ç produit le son [s].
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. …esser ◆ un ma…on ◆ une ré…itation ◆ un ma…aron</li>
     <li>b. une …itrouille ◆ une le…on ◆ Fran…oise ◆ une …erise</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Complète uniquement les mots dans lesquels la lettre c produit le son [k].
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. publi… ◆ …orrespondre ◆ un hama… ◆ un …hameau</li>
     <li>b. …ouvrir ◆ un …oureur ◆ une pla…e ◆ un …offre</li>
     <li>c. un sa… ◆ balan…er ◆ un …adeau</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Trouve les réponses aux devinettes. Tous les mots contiennent la lettre c.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. J’ai la queue en tire-bouchon, on peut me nommer de deux façons : ………</li>
     <li>b. Mes cousins sont le caïman et l’alligator : ………</li>
     <li>c. Action de mastiquer : ………</li>
     <li>d. On y chante à plusieurs : ………</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Écris les mots représentés par les illustrations. Ils s’écrivent tous avec la lettre g.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>

</rest>
</exercice>",RCImage
"<exercice>
  <consigne>
Complète ces mots avec g, gu ou ge.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. une …enon ◆ une …irlande ◆ un …enou</li>
     <li>b. la monta…ne ◆ nous na…ons ◆ l’ima…ination</li>
     <li>c. un attela…e ◆ un …lobe ◆ un campa…nol</li>
     <li>d. l’â…e ◆ lé…er ◆ le re…ard ◆ …ris</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Trouve les réponses aux devinettes. Tous les mots s’écrivent avec la lettre g.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. On l’utilise pour coudre ou tricoter : une …</li>
     <li>b. Long poisson qui se faufile entre les cailloux : une …</li>
     <li>c. J’aime manger des bananes : un …</li>
     <li>d. Indique le sens du vent : une …</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Complète les mots avec i, y, il ou ill.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. une feu…e ◆ un pomp…er ◆ des m…ettes ◆ le …oga</li>
     <li>b. une méda…e ◆ un p…ano ◆ un vo…age ◆ un porta…</li>
     <li>c. un l…on ◆ du m…el ◆ une abe…e ◆ pa…er</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Écris les mots représentés par les illustrations. Ils contiennent tous le son [ j].
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>

</rest>
</exercice>",RCImage
"<exercice>
  <consigne>
Trouve les réponses aux devinettes. Elles contiennent toutes le son [ j].
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Je ne suis pas un garçon, je suis une … .</li>
     <li>b. L’escargot en porte une sur le dos : une … .</li>
     <li>c. Ses rayons éclairent et réchauffent : le … .</li>
     <li>d. À l’école, tu jettes les papiers dans une … .</li>
     <li>e. La poule y dort : le … .</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Complète les mots. Ils contiennent tous le son [ j].
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
être mou…é ◆ bala…er ◆ trava…er ◆ un l…on ◆ une feu…e ◆ une abe…e ◆ un ca…ou

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Les mots suivants appartiennent à la même famille et s’écrivent avec le même son. Trouve-le et complète les mots.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
bou…ant ◆ bou…ir ◆ du bou…on ◆ une bou…oire

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Réponds par vrai ou faux.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Manger, pondre, cinq sont bien orthographiés.</li>
     <li>b. Le n devient m devant m, p, b et d.</li>
     <li>c. Embonpoint s’écrit avec un m et deux n.</li>
     <li>d. Bonbon et néanmoins sont bien orthographiés.</li>
     <li>e. Cambrioleur, caméléon et camembert sont bien orthographiés.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Relève, dans ces phrases, les mots pour lesquels on a écrit m devant m, b ou p.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Le cinéma indien est surnommé « Bollywood », une contraction de Hollywood et de Bombay (aujourd’hui Mumbai), ville où sont produits de nombreux films indiens.</li>
     <li>b. En surface, les océans du globe ont une température moyenne de 17,5 °C.</li>
     <li>c. La population mondiale vit de moins en moins dans les campagnes.</li>
   </ol>

  </enonce>
<rest>
Élisabeth Combres, Le Monde en chiffres, © Éditions Gallimard Jeunesse.
</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Complète ces mots avec en ou em.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. la p…te ◆ il …porte ◆ le v…t</li>
     <li>b. un …fant ◆ il …ménage ◆ une t…te</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Complète ces mots avec an ou am.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. le p…talon ◆ un ch…pignon ◆ un l…pion</li>
     <li>b. une l…terne ◆ un ch…teur ◆ le ch…p</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Complète ces mots avec in ou im.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. le mat… ◆ c’est …possible ◆ un …décis</li>
     <li>b. l’…pression ◆ il est …telligent ◆ l’…parfait ◆ l’…connu</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Complète ces mots avec on ou om.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Il c…prend ◆ un c…trôle ◆ les c…ptes ◆ un c…teur ◆ l’…bre</li>
     <li>b. le p…piste ◆ la f…te ◆ un r…d ◆ la c…position ◆ la b…be ◆ le b…b…</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Écris le plus de mots possible en associant deux étiquettes de couleur différente.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
am om em im mener bre poli poule bulance pocher possible

  </enonce>
<rest>

</rest>
</exercice>",Associe
"<exercice>
  <consigne>
Écris les noms correspondant aux illustrations.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>

</rest>
</exercice>",RCImage
"<exercice>
  <consigne>
Complète les mots suivants en écrivant m ou n.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. un co…pagno… ◆ le ja…bo… ◆ nous ca…po…s ◆ un ba…bi…</li>
     <li>b. le ti…bre ◆ il e…brasse ◆ elle pi…ce ◆ la bo…bonnière</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Ajoute m ou n aux mots de la liste, puis complète les phrases.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
e…porter ◆ mai…tenant ◆ i…portant ◆

  </enonce>
<rest>
co…co…bre a. La pluie menace, je vais … un parapluie. b. J’ai reçu un courrier … . c. Nous avons tous joué, … c’est à ton tour. d. J’adore le … à la crème.
</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Les réponses aux devinettes sont des mots contenant un m devant m, b ou p. Trouve-les.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Il n’a pas de patience. Il est … .</li>
     <li>b. Le dernier mois de l’année.</li>
     <li>c. À cette saison, les arbres fleurissent.</li>
     <li>d. Elle est blanche et symbolise la paix.</li>
     <li>e. On en fait en emportant une tente.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Trouve l’antonyme de chacun des adjectifs.
  </consigne>
  <modele>

  </modele>
  <noteSC>
Utilise bien m devant m, b, p.
  </noteSC>
  <enonce>

   <ol>
     <li>a. capable</li>
     <li>b. possible</li>
     <li>c. patient</li>
     <li>d. mangeable</li>
     <li>e. parfait</li>
     <li>f. prudent</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",TransformeMot
"<exercice>
  <consigne>
Remets les lettres dans le bon ordre pour écrire un mot avec un m devant m, b ou p.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. o – p – o – m – n – p</li>
     <li>b. p – i – o – p – m – r – e</li>
     <li>c. m – c – a – a – p – n – e – g</li>
     <li>d. p – e – l – e – m – e – x</li>
     <li>e. l – e – m – e – b – e – s – n</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Trouve un verbe de la même famille que chacun de ces mots en ajoutant le préfixe en-, em- ou im-.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. barque</li>
     <li>b. boîte</li>
     <li>c. porter</li>
     <li>d. tas</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",TransformeMot
"<exercice>
  <consigne>
Il manque la première syllabe de ces mots. Complète-les.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
…pétition ◆ …pionnat ◆ …bre ◆ …bier ◆ …pier ◆ ….pteur ◆ …pteur ◆ …pe ◆ …pe ◆ … bader ◆ …pureté ◆ …bon ◆ …primeur

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Recopie tous les mots comportant une consonne double.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
De nos jours, trois Français sur quatre habitent en ville. Le reste de la population vit dans les villages. Certains logent dans des immeubles, on parle d’habitat collectif car plusieurs familles y habitent. Pour ceux qui vivent dans des maisons, on parle d’habitat individuel.

  </enonce>
<rest>

</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Recopie les mots comportant une consonne double.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Une princesse vivait au sommet d’une tour.</li>
     <li>b. Il a tellement sommeil qu’il s’est endormi sans oreiller.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Recopie chaque liste sans intrus.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. l’attaque ◆ l’attention ◆ l’attente ◆ l’atelier</li>
     <li>b. évidemment ◆ patiemment ◆ volontairement</li>
     <li>c. une femme ◆ une flamme ◆ l’amitié</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CacheIntrus
"<exercice>
  <consigne>
Complète les mots suivants avec une double consonne.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. la fice…e ◆ la pe…e ◆ une a…ergie</li>
     <li>b. une e…eur ◆ le te…ain ◆ le tonne…e</li>
     <li>c. l’a…uaire ◆ l’e…ui ◆ a…oncer</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Lis les phrases suivantes, puis complète les mots avec une consonne double ou une consonne simple.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Les poi…ons nagent dans leur aquarium. Certaines plantes contiennent du poi…on.</li>
     <li>b. J’ai pris une tarte pour le de…ert. Les chameaux vivent dans le dé…ert.</li>
     <li>c. Il y a une longue fi…e d’attente. Sa sœur a quatre fi…es.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Classe les mots selon la prononciation du e. [e] comme bébé [ɛ] comme terre
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
une paillette ◆ espoir ◆ nette ◆ effort ◆ une selle ◆ effondrer ◆ la poubelle ◆ essuyer

  </enonce>
<rest>

</rest>
</exercice>",Classe
"<exercice>
  <consigne>
Prononce les mots de la liste à voix haute et complète-les avec s ou ss.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
le me…age ◆ un ma…que ◆ ma…er ◆ la ma…e ◆ cha…er ◆ pi…ter ◆ la mou…e ◆ le per…il

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Complète les mots avec une consonne simple ou une consonne double.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. t ou tt : ache…er ◆ je…er ◆ gue…er</li>
     <li>b. l ou ll : un me…on ◆ la pe…e ◆ une pe…ure</li>
     <li>c. r ou rr : te…ible ◆ une ce…ise ◆ une e…eur</li>
     <li>d. n ou nn : le ge…ou ◆ nous ve…ons ◆ ancie…e</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Transforme les mots en suivant l’exemple.
  </consigne>
  <modele>
une poule ➞ une poulette
  </modele>
  <noteSC>

  </noteSC>
  <enonce>
une maison ◆ une cloche ◆ une fille ◆ une fourche ◆ une boucle ◆ une ferme

  </enonce>
<rest>

</rest>
</exercice>",TransformeMot
"<exercice>
  <consigne>
Écris le mot correspondant à chaque illustration. Tous les mots s’écrivent avec une consonne double.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>

</rest>
</exercice>",RCImage
"<exercice>
  <consigne>
Observe ces illustrations. Trouve les mots différents, mais qui se prononcent de la même manière, et emploie-les dans une phrase.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
A. B.
</rest>
</exercice>",ExpressionEcrite
"<exercice>
  <consigne>
Écris ces adjectifs au féminin. Emploie chacun d’eux dans une phrase.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
coquet ◆ mou ◆ mignon ◆ beau

  </enonce>
<rest>

</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Recopie uniquement les phrases justes.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Je peux deviner la lettre finale muette d’un mot en le disant à voix haute.</li>
     <li>b. Pour trouver la lettre finale d’un adjectif, je peux le mettre au féminin.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CochePhrase
